StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q20,resentment1_control,resentment2_control,resentment3_control,resentment4_control,resentment_control_Same,resentment1_men,resentment2_men,resentment3_men,resentment4_men,resentment_men_Same,resentment1_women,resentment2_women,resentment3_women,resentment4_women,resentment_women_Same,resentment1_lgbt,resentment2_lgbt,resentment3_lgbt,resentment4_lgbt,resentment_lgbt_Same,attention_check,sexism1_control,sexism2_control,sexism3_control,sexism4_control,sexism5_control,sexism_control_Same,sexism1_white,sexism2_white,sexism3_white,sexism4_white,sexism5_white,sexism_white_Same,sexism1_black,sexism2_black,sexism3_black,sexism4_black,sexism5_black,sexism_black_Same,sexism1_lgbt,sexism2_lgbt,sexism3_lgbt,sexism4_lgbt,sexism5_lgbt,sexism_lgbt_Same,manip_check,ideology,sexual_orientation,gender,religion,italian,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,question_order,resentment_treat,sexism_treat
2020-07-01 18:03:04,2020-07-01 18:04:44,IP Address,*******,100,99,True,2020-07-01 18:04:44,R_3JmcrVLmxRqKn0s,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd240f-feef-5a15-2f2d-2baecd76d285,69,1,4,1,1,5,1,4,85650,0,0,0
2020-07-01 18:04:16,2020-07-01 18:04:48,IP Address,*******,100,31,True,2020-07-01 18:04:48,R_7PwhB1x2hwIrkFb,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,FALSE,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd2443-8499-ce02-991d-6572873d1bc9,46,1,3,1,1,2,10,3,38301,0,1,0
2020-07-01 18:01:47,2020-07-01 18:04:55,IP Address,*******,100,188,True,2020-07-01 18:04:56,R_2YJmTDcDIm0KUhz,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat disagree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black men,White women",Moderate or middle of the road,Heterosexual,Man,Buddhist,No,5efd23bd-b2fe-31e0-9bcb-086a361080c1,44,1,20,5,1,6,2,1,11106,0,0,1
2020-07-01 18:02:06,2020-07-01 18:05:10,IP Address,*******,100,183,True,2020-07-01 18:05:10,R_1dizYuLLdH5E4e9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,TRUE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd23ef-39ce-4665-9305-1b6e0655a517,29,1,19,1,1,6,10,3,37128,0,1,1
2020-07-01 18:03:18,2020-07-01 18:05:11,IP Address,*******,100,113,True,2020-07-01 18:05:11,R_3OiH2SPEXJDLqVi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,FALSE,Black men,Extremely conservative,Heterosexual,Man,Other,No,5efd2427-90d8-484d-a51c-4e58981228b5,58,1,4,1,1,8,10,3,29420,1,1,3
2020-07-01 18:00:34,2020-07-01 18:05:13,IP Address,*******,100,278,True,2020-07-01 18:05:14,R_3gS4RDjqFxwhab7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Agree,FALSE,"Lesbian, gay, bisexual, and trans gender Black people",Conservative,Heterosexual,Man,Roman Catholic,Yes,5efd2383-26ce-a79b-b0c5-190ac810cd6e,61,1,21,1,1,6,10,2,48310,0,3,3
2020-07-01 18:03:25,2020-07-01 18:05:14,IP Address,*******,100,109,True,2020-07-01 18:05:14,R_2TnLHGWleu3UgYX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Somewhat agree,,,,,,FALSE,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd242c-34c8-9376-18ed-41898df997f3,45,1,20,1,1,6,10,2,44039,1,2,1
2020-07-01 18:05:03,2020-07-01 18:05:48,IP Address,*******,100,45,True,2020-07-01 18:05:49,R_OKcMemtta38WbAZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,TRUE,,,,,,,5efd2488-ea36-b912-2800-87902d0dc130,46,1,19,11,1,5,5,4,92126,1,2,3
2020-07-01 18:03:54,2020-07-01 18:06:33,IP Address,*******,100,159,True,2020-07-01 18:06:34,R_1PRFmLhoejG1gzM,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,FALSE,,,,,,FALSE,Black women,Moderate or middle of the road,Heterosexual,Man,Roman Catholic,No,5efd242d-c4fd-d839-4567-0399c9cc57ed,63,1,9,1,12,7,3,4,81008,0,1,2
2020-07-01 17:43:49,2020-07-01 18:06:34,IP Address,*******,100,1364,True,2020-07-01 18:06:34,R_3r1FmexxwhqFyym,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Somewhat disagree,Agree,Agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,FALSE,"Lesbian, bisexual, and trans gender women",Moderate or middle of the road,Heterosexual,Man,Protestant,No,5efd1f8b-33b2-372d-8c24-8f7735e361b1,65,1,14,1,1,7,4,3,35068,0,0,3
2020-07-01 18:02:51,2020-07-01 18:06:36,IP Address,*******,100,224,True,2020-07-01 18:06:36,R_eA2PzxLz5ZPSFd7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Agree,Disagree,Strongly disagree,Somewhat disagree,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,FALSE,"Lesbian, gay, bisexual, and trans gender Black people",Slightly conservative,Heterosexual,Man,Protestant,No,5efd23ff-a389-01f2-c02d-75c3900d31a7,54,1,1,1,1,7,8,3,75762,1,3,3
2020-07-01 18:05:38,2020-07-01 18:07:14,IP Address,*******,100,96,True,2020-07-01 18:07:14,R_31KiMa7S8IMWYfL,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,FALSE,"Black people,Lesbian, bisexual, and trans gender women",Extremely conservative,Heterosexual,Man,Protestant,No,5efd24ac-5c79-b43e-432a-056452f8b6a3,57,1,4,1,1,6,10,3,34972,1,0,3
2020-07-01 18:04:53,2020-07-01 18:07:17,IP Address,*******,100,143,True,2020-07-01 18:07:17,R_1i23kuAydLj82xQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd244b-5785-0ec2-3798-29d89d337237,30,1,23,1,1,8,10,3,20132,1,3,0
2020-07-01 18:05:09,2020-07-01 18:07:48,IP Address,*******,100,159,True,2020-07-01 18:07:49,R_2D1bUpNyycMBPg6,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Somewhat disagree,Agree,Agree,Disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly disagree,Agree,Strongly disagree,Somewhat disagree,Somewhat agree,FALSE,"Black people,Lesbian, gay, bisexual, and trans gender Black people,Women,Lesbian, bisexual, and trans gender women",Liberal,Heterosexual,Man,Buddhist,Yes,5efd249a-bae5-7602-6731-c689993bbbda,59,1,9,1,1,8,1,4,80211,0,0,3
2020-07-01 18:05:48,2020-07-01 18:07:49,IP Address,*******,100,121,True,2020-07-01 18:07:50,R_2ahqUypAZSzkydC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd24ba-419f-6b68-3ad1-742c90dc15a3,56,1,2,1,1,4,10,3,32206,0,1,3
2020-07-01 18:05:09,2020-07-01 18:08:19,IP Address,*******,100,189,True,2020-07-01 18:08:19,R_3hEZt9lwiI4WzqV,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,"Strongly Agree,Agree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,FALSE,"Black people,Black men,Black women,Lesbian, gay, bisexual, and trans gender Black people,Women,Lesbian, bisexual, and trans gender women",Extremely liberal,Heterosexual,Man,Roman Catholic,No,5efd2493-ea46-91ea-e050-8123fbedf4b1,55,1,19,6,1,6,1,3,21122,1,2,3
2020-07-01 18:06:23,2020-07-01 18:09:27,IP Address,*******,100,183,True,2020-07-01 18:09:27,R_1hDSv2M9wwt5QVu,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,TRUE,,,,,FALSE,Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd24a2-cfb1-8e2c-2246-7cd3cb5eac77,40,1,11,1,1,6,10,4,92376,0,2,2
2020-07-01 18:06:33,2020-07-01 18:09:33,IP Address,*******,100,180,True,2020-07-01 18:09:33,R_wWQz8Q2nNh8Nl6h,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,White women",Extremely liberal,Heterosexual,Man,Other,No,5efd24f4-5b8c-f326-b840-49fd3693d522,42,1,9,1,1,6,1,3,32303,1,0,1
2020-07-01 18:06:30,2020-07-01 18:10:00,IP Address,*******,100,210,True,2020-07-01 18:10:01,R_2CkT0PfNxA6nXXp,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Black people,Moderate or middle of the road,Heterosexual,Man,Protestant,No,5efd24e9-3b7d-f397-5867-372a49567a8d,63,1,12,1,1,2,5,1,1331,1,0,0
2020-07-01 18:08:57,2020-07-01 18:10:21,IP Address,*******,100,83,True,2020-07-01 18:10:21,R_2YmFf9pOcy0qNPg,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly disagree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,FALSE,,,,,,,5efd2588-e82b-a4f0-a1a6-5e3310b0d6d6,59,1,2,1,1,2,9,1,13440,1,1,3
2020-07-01 18:08:02,2020-07-01 18:10:32,IP Address,*******,100,149,True,2020-07-01 18:10:32,R_23sNgtoULIbmQP7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,Agree,Agree,Somewhat disagree,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Agree,Somewhat disagree,Disagree,Agree,FALSE,,,,,,FALSE,"Black women,Lesbian, bisexual, and trans gender women",Slightly conservative,Heterosexual,Man,Nothing in particular,Yes,5efd251d-ac78-3514-683e-eaa2ccc8dace,41,1,19,1,1,6,5,1,2631,0,3,2
2020-07-01 18:07:17,2020-07-01 18:10:32,IP Address,*******,100,194,True,2020-07-01 18:10:32,R_Z9NX5szu29vw6kN,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black women,Women,White women",Conservative,Heterosexual,Man,Nothing in particular,No,5efd250d-63c3-155f-a0ea-d03f4d26c9f3,80,1,7,1,1,2,10,3,34655,1,2,1
2020-07-01 18:07:54,2020-07-01 18:10:38,IP Address,*******,100,164,True,2020-07-01 18:10:38,R_3kA4GPTyFicek1D,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Agree,,,,,,FALSE,,,,,,FALSE,Somewhat disagree,Agree,Agree,Agree,Agree,FALSE,,,,,,FALSE,,,,,,,5efd253f-a313-d6ba-a814-55c3eb0d7820,32,1,23,1,2,7,10,4,94089,1,2,2
2020-07-01 18:09:12,2020-07-01 18:10:55,IP Address,*******,100,102,True,2020-07-01 18:10:55,R_W39TZmw1SLBfclP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly disagree,,,,,,FALSE,,,,,,FALSE,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,FALSE,,,,,,FALSE,,,,,,,5efd2598-8d58-5b7b-20b0-8a3af496a7d6,71,1,2,1,1,4,4,1,16415,1,0,2
2020-07-01 18:07:07,2020-07-01 18:11:04,IP Address,*******,100,237,True,2020-07-01 18:11:04,R_xnKVM7ahlVZTH4l,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Agree,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,"Black people,Women",Slightly conservative,Heterosexual,Man,Protestant,No,5efd250a-9011-ace9-f059-4263aebde3f8,77,1,11,2,1,2,1,1,8234,1,1,0
2020-07-01 18:10:44,2020-07-01 18:11:13,IP Address,*******,100,28,True,2020-07-01 18:11:13,R_vJCJ4NsA9vMtXFv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,TRUE,,,,,,,5efd25ec-d2ac-00a2-2b1b-4dc31ea97e53,29,1,1,1,1,1,4,3,29571,1,0,3
2020-07-01 18:05:52,2020-07-01 18:11:30,IP Address,*******,100,337,True,2020-07-01 18:11:30,R_shWYHCBOv6SrEOJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Disagree,Agree,Agree,Disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,"Black women,Lesbian, bisexual, and trans gender women",Extremely liberal,Heterosexual,Man,Roman Catholic,No,5efd24c6-27a2-abf5-3531-e88b63f95b11,64,1,5,1,1,2,1,1,11105,1,2,3
2020-07-01 17:57:46,2020-07-01 18:11:30,IP Address,*******,100,824,True,2020-07-01 18:11:31,R_VVbkSmRnUcsuca5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Agree,Agree,Agree,Disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Agree",,,,,,FALSE,Agree,Agree,Agree,Agree,Agree,TRUE,,,,,,FALSE,,,,,,FALSE,"Black people,Black men,Black women,Women,White women",Moderate or middle of the road,Heterosexual,Man,Other,No,5efd22f5-57c5-e6f2-ef1f-b71a214f248a,52,1,20,15,5,7,2,1,11374,0,1,1
2020-07-01 18:10:59,2020-07-01 18:11:32,IP Address,*******,100,32,True,2020-07-01 18:11:32,R_qyijNXdA0AAzGpj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Somewhat agree,Agree,Agree,Agree,Strongly agree,FALSE,,,,,,FALSE,Black women,Slightly liberal,Heterosexual,Man,Nothing in particular,No,5efd260b-4c49-9be8-7113-b72619283bec,33,1,2,1,1,7,1,3,33880,0,1,2
2020-07-01 18:08:50,2020-07-01 18:11:38,IP Address,*******,100,168,True,2020-07-01 18:11:38,R_bmx1wfk9poUfvln,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Agree,Disagree,Somewhat agree,Agree,FALSE,,,,,,FALSE,"Black men,Black women",Conservative,Heterosexual,Man,Roman Catholic,No,5efd2575-e732-1fff-a516-6055ca423ee7,68,1,17,1,1,7,10,3,29349,1,1,2
2020-07-01 18:08:33,2020-07-01 18:11:48,IP Address,*******,100,195,True,2020-07-01 18:11:49,R_27s1wqPIsef3WsR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,FALSE,,,,,,FALSE,"Black people,Black men,Black women",Liberal,Heterosexual,Man,Jewish,No,5efd2553-fc73-999b-68b0-6820b38e4c14,72,1,19,1,1,6,1,1,7450,1,0,2
2020-07-01 18:08:24,2020-07-01 18:12:04,IP Address,*******,100,219,True,2020-07-01 18:12:04,R_3qlFLvuTRsmjVLY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,FALSE,"Black women,Lesbian, bisexual, and trans gender women",Extremely conservative,Heterosexual,Man,Roman Catholic,Yes,5efd255d-246d-69e7-68ab-ea226f6c592e,65,1,6,1,14,2,10,1,10309,0,2,3
2020-07-01 18:04:40,2020-07-01 18:12:42,IP Address,*******,100,482,True,2020-07-01 18:12:42,R_3Gy9PEfhGTKGNXe,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Somewhat agree,,,,,,FALSE,,,,,,FALSE,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,TRUE,,,,,,FALSE,,,,,,,5efd248e-80e1-41dd-6194-7b281b6d99f2,69,1,4,1,1,2,4,1,18640,1,3,2
2020-07-01 18:03:52,2020-07-01 18:12:49,IP Address,*******,100,537,True,2020-07-01 18:12:49,R_22EXsKtntuTZc5n,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Agree,Agree,Somewhat agree,Somewhat disagree,FALSE,,,,,FALSE,,,,,FALSE,"Somewhat agree,Somewhat disagree",,,,,,FALSE,,,,,,FALSE,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,FALSE,,,,,,FALSE,"Black people,Black men,Black women",Moderate or middle of the road,Heterosexual,Man,Roman Catholic,No,5efd2438-3c7b-7e11-eca9-1093ba977231,39,1,15,1,1,6,10,1,10019,0,1,2
2020-07-01 18:10:23,2020-07-01 18:13:00,IP Address,*******,100,156,True,2020-07-01 18:13:01,R_2QiCPIhfcaeEj5n,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,"Lesbian, gay, bisexual, and trans gender Black people,Lesbian, bisexual, and trans gender women",Extremely conservative,Heterosexual,Man,Protestant,No,5efd25ce-a148-664d-fd0a-58c3da38ad1f,58,1,19,1,1,7,10,3,70458,0,2,3
2020-07-01 18:10:38,2020-07-01 18:14:28,IP Address,*******,100,230,True,2020-07-01 18:14:28,R_1qgqLv9NTjwhA3G,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,Agree,Disagree,Somewhat disagree,Somewhat agree,FALSE,,,,,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black men,White women",Conservative,Heterosexual,Man,Protestant,No,5efd25ec-783c-b593-7b0d-c905d48c5c03,19,1,6,1,1,7,10,1,17222,0,1,1
2020-07-01 18:11:39,2020-07-01 18:14:36,IP Address,*******,100,177,True,2020-07-01 18:14:36,R_2xJpURRMlzTUB0j,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,,FALSE,,,,,,FALSE,"Black women,White women",Moderate or middle of the road,Heterosexual,Man,Protestant,No,5efd2613-b956-a7fe-3626-169decd290dd,58,1,8,1,1,7,4,3,30071,0,2,1
2020-07-01 18:10:19,2020-07-01 18:14:36,IP Address,*******,100,257,True,2020-07-01 18:14:37,R_2zXVaIwI2y2oOyf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,Strongly agree,Agree,Agree,Strongly agree,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd25aa-73ab-c233-7650-82e32b45150f,32,1,19,1,1,2,5,1,10011,0,0,3
2020-07-01 18:12:22,2020-07-01 18:14:42,IP Address,*******,100,140,True,2020-07-01 18:14:43,R_5oKns92iBUd0adj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,Agree,Disagree,Disagree,Somewhat agree,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,FALSE,,,,,,FALSE,,,,,,FALSE,White women,Conservative,Heterosexual,Man,Protestant,No,5efd2644-f7d7-7825-45dc-1cbc94e24e39,69,1,19,1,12,7,10,3,73065,0,3,1
2020-07-01 18:12:27,2020-07-01 18:14:59,IP Address,*******,100,152,True,2020-07-01 18:14:59,R_12g8JjUYFsqExW3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Disagree,Strongly agree,Strongly agree,Strongly disagree,FALSE,,,,,FALSE,"Strongly Agree,Strongly disagree",,,,,,FALSE,,,,,,FALSE,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,FALSE,,,,,,FALSE,Black women,Liberal,Heterosexual,Man,Nothing in particular,No,5efd263d-b212-008e-3e90-da4cb5aff13e,72,1,23,1,1,6,1,4,85014,1,2,2
2020-07-01 18:13:15,2020-07-01 18:15:30,IP Address,*******,100,135,True,2020-07-01 18:15:30,R_WBTmRkqPW5E4H4d,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,,,,,FALSE,Somewhat agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,,,,,,,5efd2636-bdf8-1551-e984-5c72c2b68647,42,1,21,1,1,6,10,1,1013,0,2,3
2020-07-01 18:11:28,2020-07-01 18:15:34,IP Address,*******,100,245,True,2020-07-01 18:15:34,R_3OcuZ8mWEPwtdIe,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,Strongly Agree,,,,,,FALSE,,,,,,FALSE,,,,,,FALSE,Agree,Agree,Strongly agree,Agree,Agree,FALSE,,,,,,,5efd25e9-3cd8-1a33-5c52-55aabfe1593d,39,1,18,1,1,7,10,3,79843,1,2,3
